Title ID	Region	Name	PKG direct link	RAP	Content ID	Last Modification Date	Download .RAP file	File Size	SHA256
NPEB00603	EU	DEEP BLACK	http://zeus.dl.playstation.net/cdn/EP4040/NPEB00603_00/sEURRCQQiatpGsgsCaOzuvsGmSNciZHGyhvZSsWbMlNrpJMqzwcvWJvETBeyejXX.pkg	2999dae3ebec4416880a80ee40f0c074	EP4040-NPEB00603_00-DEEPBLACKGAME001	2026-07-01 18:33:06		4870979296			Jul 02, 2026
NPEB02382	EU	NITROPLUS BLASTERZ -HEROINES INFINITE DUEL-	http://zeus.dl.playstation.net/cdn/EP4492/NPEB02382_00/EP4492-NPEB02382_00-NP10PS3HGBENG001_bg_1_daf5ad47f743805c8445fa45bc909a704e3eac06.pkg	df6997566c8bb07fe5e071264c345f18	EP4492-NPEB02382_00-NP10PS3HGBENG001	2026-07-01 18:33:06		2300256864			Jul 02, 2026
NPEB01390	EU	Painkiller Hell & Damnation	http://zeus.dl.playstation.net/cdn/EP4389/NPEB01390_00/ArlkkKkkyVEnvzTMbWHaPNbyqPzdznYvbgNwHkFRThMUjNcWKLNgiffKPGgNGbBK.pkg	332b2fcbd65ac8ed116a779aef39ac7a	EP4389-NPEB01390_00-PPAINKILLERFULL1	2026-07-01 18:33:06		2112804768			Jul 02, 2026
NPEB01282	EU	Mugen Souls	http://zeus.dl.playstation.net/cdn/EP1063/NPEB01282_00/HGhBrpyiMVCVZEkcANtLLRzAqUTOfeJVHKAkeKFhXYUPHPBOwkHATNSpMFLDtRTm.pkg	8ab119c6ae459e770756e6f878517c28	EP1063-NPEB01282_00-HDDGAME000000001	2026-07-01 18:33:06		5855913136			Jul 02, 2026
NPHB00172	ASIA	Blue Toad Murder Files: The Mysteries of Little Riddle	http://zeus.dl.playstation.net/cdn/HP4075/NPHB00172_00/uKrac2GeeTCBhS78YTk5yDoN9GTivPeLdpntRW1lqwDfEpIXdXyK7l3JBA5iInyLyxh6P7KHJP5SiuWXJMpEKs1Xm9dUhMsNfoAmR.pkg	8d3370c6da9f3fdf2f6864773540a076	HP4075-NPHB00172_00-MMYSASIA00M01E01	2026-07-01 18:33:06		439372784			Jul 02, 2026
NPJB00031	JP	PixelJunk Shooter	http://zeus.dl.playstation.net/cdn/JP0743/NPJB00031_00/20QVQLDfhbmcb5xOkbkU8mPtV6BE9euVS5iLuDD8T7KXwaYS5DjNPSmCSFdsx89sJeLt5RaQsOR33HoPVrhMrsw0j0lFyRLsgOKjJ.pkg	cffe308f1b8c4a0a0f8626458f7053b4	JP0743-NPJB00031_00-PIXJFOURFULL0001	2026-07-01 18:33:06		113217440			Jul 02, 2026
NPJB00003	JP	PixelJunk Monsters	http://zeus.dl.playstation.net/cdn/JP0743/NPJB00003_00/pLyDxD2cp5Vsp8Xtw8WKMDLhEj3mpUNSjcF4QXNDd14O9Lq15LpQVJM6wH5l4E2ppqWVVjNMEnBXFtb5gkIMMVejt8xrMgiKPqDkU.pkg	b9514919540cca8e023133c4baf004e8	JP0743-NPJB00003_00-PJMONSTSFULL0001	2026-07-01 18:33:06		66454656			Jul 02, 2026
NPJB00063	JP	PixelJunk Racers 2nd Lap	http://zeus.dl.playstation.net/cdn/JP0743/NPJB00063_00/mkP26dYyTTcNtBhKfcN3Y11aaDPkdyXdYI7o4cFJpIxobecox9LYGL5QRry9Dsjb4VlGnMy6hnWSADchXEspGKFcb5RWqohOP2GAb.pkg	00a133dd606e9f60ad821bbd19a73e45	JP0743-NPJB00063_00-PJRLAP2FULL00001	2026-07-01 18:33:06		38516672			Jul 02, 2026
NPEB01015	EU	Psych Yourself	http://zeus.dl.playstation.net/cdn/EP4073/NPEB01015_00/fSwJtOjQOauqiQhZpgLhlbhEznqgaWSKoGZlWjznhnNOAcNIkujtblhDPTVTRSxc.pkg	25248103a6177383124d9467d8c67fa2	EP4073-NPEB01015_00-PSYCHYOURSELF000	2026-07-01 18:33:06		527221440			Jul 02, 2026
NPEB00213	EU	TestYourself	http://zeus.dl.playstation.net/cdn/EP4073/NPEB00213_00/DwdsCyGMRiPZAAbzfBwnVpOFvwQcwNgyXVRVOWoZHyrHGPlKfoEizvMmVecGzMSR.pkg	33527d1c08c0c78ba10c62a8b476aa12	EP4073-NPEB00213_00-TESTYOURSELF0000	2026-07-01 18:33:06		34167584			Jul 02, 2026
NPJA00048	JP	Fat Princess	http://zeus.dl.playstation.net/cdn/JP9000/NPJA00048_00/aFaCjBWCYvNWSXfmpsiaHQMjKSNQLsg67OIhovdlSxpQmu4K0bhnIDM5toQCFbs787EB0rSpj6CCkWoVr3LIj0GaGMHOMG4eGu575.pkg	ee9f6dfe1b6902eec07e5ceff4e55065	JP9000-NPJA00048_00-FATPRINCESS00001	2026-07-01 18:33:06		390039808			Jul 02, 2026
NPJA00043	JP	QRUTON	http://zeus.dl.playstation.net/cdn/JP9000/NPJA00043_00/Kb3rlJQasjyvhaJhi3eCB3o4htD7mIyST99PUc6NoiPCjRqjQdJPpKqXqO5mP7lkgI04tTlD0l3DUPbTHlfCVGnwIoGTGOex0EYRK.pkg	1c7a82cffa264387580f890ac0481d7f	JP9000-NPJA00043_00-0000000000000000	2026-07-01 18:33:06		198576928			Jul 02, 2026
NPEB00959	EU	Feeding Frenzy 2	http://zeus.dl.playstation.net/cdn/EP0006/NPEB00959_00/oimvqMOQLLFwHFbgHyUXODPINNzltuJDhkHQpAFxjcTBNQEqtIMmVFcGoSNEdBUp.pkg	e7e8340c0637305a0ed8a1e0c00bce74	EP0006-NPEB00959_00-FEEDINGFRENZYPS3	2026-07-01 18:33:06		86952752			Jul 02, 2026
