BLUS30613	US	ACE COMBAT ASSAULT HORIZON [US]	http://b0.ww.np.dl.playstation.net/tppkg/np/BLUS30613/BLUS30613_T1/a1b6db28f7811bb5/UP0700-BLUS30613_00-ACAHUPDATE000002-A0102-V0100-PE.pkg	NOT REQUIRED	UP0700-BLUS30613_00-ACAHUPDATE000002-A0102-V0100-PE			4549712		v01.02
NPUB31347	US	ACE COMBAT® INFINITY	http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0200-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0201-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0202-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0203-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0204-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0205-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0206-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0207-V0101-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0208-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0209-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0210-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31347/NPUB31347_T18/c7b8c17d3e180397/UP0700-NPUB31347_00-ACECOMBATINF0001-A0211-V0100-PE.pkg	NOT REQUIRED	UP0700-NPUB31347_00-ACECOMBATINF0001-A0211-V0100-PE			10109180176		v02.11
NPEB01839	EU	ACE COMBAT™ INFINITY	http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0200-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0201-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0202-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0203-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0204-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0205-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0206-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0207-V0101-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0208-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0209-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0210-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01839/NPEB01839_T14/f71d1af19acc7d15/EP0700-NPEB01839_00-ACECOMBATINF0001-A0211-V0100-PE.pkg	NOT REQUIRED	EP0700-NPEB01839_00-ACECOMBATINF0001-A0211-V0100-PE			10109178832		v02.11
BLES01875	EU	AFL LIVE 2	http://b0.ww.np.dl.playstation.net/tppkg/np/BLES01875/BLES01875_T2/7cd70fb620ee4566/EP4116-BLES01875_00-AFLL2PATCHDLC001-A0102-V0100-PE.pkg	NOT REQUIRED	EP4116-BLES01875_00-AFLL2PATCHDLC001-A0102-V0100-PE			889632800		v01.02
BLES01038	EU	AFL Live	http://b0.ww.np.dl.playstation.net/tppkg/np/BLES01038/BLES01038_T1/b229a39c03592fc2/EP4116-BLES01038_00-AFLLIVEPATCH0002-A0102-V0100-PE.pkg	NOT REQUIRED	EP4116-BLES01038_00-AFLLIVEPATCH0002-A0102-V0100-PE			10850944		v01.02
NPEB01382	EU	AFL Live 2	http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01382/NPEB01382_T2/1943530daa053586/EP4116-NPEB01382_00-AFLL200000000001-A0102-V0100-PE.pkg	NOT REQUIRED	EP4116-NPEB01382_00-AFLL200000000001-A0102-V0100-PE			889633472		v01.02
BLUS30264	US	AFRO SAMURAI	http://b0.ww.np.dl.playstation.net/tppkg/np/BLUS30264/BLUS30264_T0/e3582088d9229144/UP0700-BLUS30264_00-AFROSAMURAIPATCH-A0101-V0100-PE.pkg	NOT REQUIRED	UP0700-BLUS30264_00-AFROSAMURAIPATCH-A0101-V0100-PE			12965632		v01.01
BCAS20310	ASIA	AKIBA'S TRIP 2	http://b0.ww.np.dl.playstation.net/tppkg/np/BCAS20310/BCAS20310_T0/fa55419bae9fec51/HP0048-BCAS20310_00-AKIBASNEXTHDD000-A0101-V0100-PE.pkg	NOT REQUIRED	HP0048-BCAS20310_00-AKIBASNEXTHDD000-A0101-V0100-PE			271672416		v01.01
BLJM61105	JP	AKIBA'S TRIP 2	http://b0.ww.np.dl.playstation.net/tppkg/np/BLJM61105/BLJM61105_T7/4c9afbb79d22966d/JP0048-BLJM61105_00-AKIBASNEXTHDD000-A0103-V0100-PE.pkg	NOT REQUIRED	JP0048-BLJM61105_00-AKIBASNEXTHDD000-A0103-V0100-PE			135295024		v01.03
NPHB00619	ASIA	AKIBA'S TRIP 2	http://b0.ww.np.dl.playstation.net/tppkg/np/NPHB00619/NPHB00619_T0/fb03f80c299717a8/HP0048-NPHB00619_00-AKIBASNEXTHDD000-A0101-V0100-PE.pkg	NOT REQUIRED	HP0048-NPHB00619_00-AKIBASNEXTHDD000-A0101-V0100-PE			271866144		v01.01
NPJB00348	JP	AKIBA'S TRIP 2	http://b0.ww.np.dl.playstation.net/tppkg/np/NPJB00348/NPJB00348_T5/159a420c7c2512b9/JP0048-NPJB00348_00-AKIBASNEXTHDD000-A0103-V0100-PE.pkg	NOT REQUIRED	JP0048-NPJB00348_00-AKIBASNEXTHDD000-A0103-V0100-PE			135442912		v01.03
NPEB00768	EU	AMY	http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB00768/NPEB00768_T4/9292fa84babb4d95/EP4295-NPEB00768_00-HDDBOOTAMY000001-A0101-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB00768/NPEB00768_T4/9292fa84babb4d95/EP4295-NPEB00768_00-HDDBOOTAMY000001-A0102-V0100-PE.pkg	NOT REQUIRED	EP4295-NPEB00768_00-HDDBOOTAMY000001-A0102-V0100-PE			75944672		v01.02
NPUB30613	US	AMY	http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB30613/NPUB30613_T2/70483e041de61d73/UP4295-NPUB30613_00-HDDBOOTAMY000001-A0101-V0100-PE.pkg|http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB30613/NPUB30613_T2/70483e041de61d73/UP4295-NPUB30613_00-HDDBOOTAMY000001-A0102-V0100-PE.pkg	NOT REQUIRED	UP4295-NPUB30613_00-HDDBOOTAMY000001-A0102-V0100-PE			41749792		v01.02
BLJM60476	JP	AQUAPAZZA －AQUAPLUS DREAM MATCH－	http://b0.ww.np.dl.playstation.net/tppkg/np/BLJM60476/BLJM60476_T4/ffb6ed1532f0ff37/JP0761-BLJM60476_00-UPDATEPATCH72873-A0102-V0102-PE.pkg	NOT REQUIRED	JP0761-BLJM60476_00-UPDATEPATCH72873-A0102-V0102-PE			26698176		v01.02
BLES01245	EU	ARABALAR 2	http://b0.ww.np.dl.playstation.net/tppkg/np/BLES01245/BLES01245_T1/da20a6c9ee245248/EP1006-BLES01245_00-CARSTWO000000001-A0101-V0100-PE.pkg	NOT REQUIRED	EP1006-BLES01245_00-CARSTWO000000001-A0101-V0100-PE			21031344		v01.01
BLAS50448	ASIA	ARMORED CORE V Game Data	http://b0.ww.np.dl.playstation.net/tppkg/np/BLAS50448/BLAS50448_T1/3ed6bb18800312c9/HP0700-BLAS50448_00-ACVPATCH00000102-A0102-V0100-PE.pkg	NOT REQUIRED	HP0700-BLAS50448_00-ACVPATCH00000102-A0102-V0100-PE			13763376		v01.02
BLES01440	EU	ARMORED CORE V Game Data	http://b0.ww.np.dl.playstation.net/tppkg/np/BLES01440/BLES01440_T3/0f214a874bb6355e/EP0700-BLES01440_00-ACVPATCH00000103-A0103-V0100-PE.pkg	NOT REQUIRED	EP0700-BLES01440_00-ACVPATCH00000103-A0103-V0100-PE			13652912		v01.03
BLJM60378	JP	ARMORED CORE V Game Data	http://b0.ww.np.dl.playstation.net/tppkg/np/BLJM60378/BLJM60378_T7/5d3c7fee99acf1ca/JP0506-BLJM60378_00-ACVPATCH00000106-A0106-V0102-PE.pkg	NOT REQUIRED	JP0506-BLJM60378_00-ACVPATCH00000106-A0106-V0102-PE			22698400		v01.06
BLUS30516	US	ARMORED CORE V Game Data	http://b0.ww.np.dl.playstation.net/tppkg/np/BLUS30516/BLUS30516_T2/edcaea5b3ac20e46/UP0700-BLUS30516_00-ACVPATCH00000103-A0103-V0101-PE.pkg	NOT REQUIRED	UP0700-BLUS30516_00-ACVPATCH00000103-A0103-V0101-PE			13913936		v01.03
BLJM61014	JP	ARMORED CORE VERDICT DAY	http://b0.ww.np.dl.playstation.net/tppkg/np/BLJM61014/BLJM61014_T2/f5b55edf548f84b5/JP0506-BLJM61014_00-ACVDDGPATCH00103-A0103-V0100-PE.pkg	NOT REQUIRED	JP0506-BLJM61014_00-ACVDDGPATCH00103-A0103-V0100-PE			36439648		v01.03
NPJB00455	JP	ARMORED CORE VERDICT DAY	http://b0.ww.np.dl.playstation.net/tppkg/np/NPJB00455/NPJB00455_T2/3b42dd2acbbcad8b/JP0506-NPJB00455_00-ACVDMASTER000100-A0103-V0100-PE.pkg	NOT REQUIRED	JP0506-NPJB00455_00-ACVDMASTER000100-A0103-V0100-PE			36440320		v01.03
BLES00370	EU	ARMORED CORE for Answer	http://b0.ww.np.dl.playstation.net/tppkg/np/BLES00370/BLES00370_T1/72767d0c7a28b1de/EP0001-BLES00370_00-AC45000003261629-A0135-V0100-PE.pkg	NOT REQUIRED	EP0001-BLES00370_00-AC45000003261629-A0135-V0100-PE			349696		v01.35
BLJM60066	JP	ARMORED CORE for Answer	http://b0.ww.np.dl.playstation.net/tppkg/np/BLJM60066/BLJM60066_T10/a0876a3e77b9162f/JP0506-BLJM60066_00-AC45000003261629-A0135-V0105-PE.pkg	NOT REQUIRED	JP0506-BLJM60066_00-AC45000003261629-A0135-V0105-PE			181232800		v01.35
BLUS30187	US	ARMORED CORE for Answer	http://b0.ww.np.dl.playstation.net/tppkg/np/BLUS30187/BLUS30187_T4/cbd0a2bbce017b2e/UP0001-BLUS30187_00-AC45000004141906-A0135-V0100-PE.pkg	NOT REQUIRED	UP0001-BLUS30187_00-AC45000004141906-A0135-V0100-PE			349696		v01.35
BLJM55005	JP	ARMORED CORE for Answer the Best	http://b0.ww.np.dl.playstation.net/tppkg/np/BLJM55005/BLJM55005_T4/ce34c0c0e0880875/JP0506-BLJM55005_00-AC45000003261629-A0135-V0105-PE.pkg	NOT REQUIRED	JP0506-BLJM55005_00-AC45000003261629-A0135-V0105-PE			349696		v01.35
NPEB02377	EU	ARSLAN: THE WARRIORS OF LEGEND	http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB02377/NPEB02377_T2/e384812deffdfdb1/EP4108-NPEB02377_00-AMGAMEEU00000000-A0102-V0100-PE.pkg	NOT REQUIRED	EP4108-NPEB02377_00-AMGAMEEU00000000-A0102-V0100-PE			16367712		v01.02
NPUB31797	US	ARSLAN: THE WARRIORS OF LEGEND	http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31797/NPUB31797_T0/cbc7efd0c4778512/UP4108-NPUB31797_00-AMGAMEUS00000000-A0101-V0100-PE.pkg	NOT REQUIRED	UP4108-NPUB31797_00-AMGAMEUS00000000-A0101-V0100-PE			16367808		v01.01
BLES01227	EU	ASURA'S WRATH	http://b0.ww.np.dl.playstation.net/tppkg/np/BLES01227/BLES01227_T3/0c670c22fd332f45/EP0102-BLES01227_00-PATCH02000000000-A0102-V0100-PE.pkg	NOT REQUIRED	EP0102-BLES01227_00-PATCH02000000000-A0102-V0100-PE			34731232		v01.02
BLJM60409	JP	ASURA'S WRATH	http://b0.ww.np.dl.playstation.net/tppkg/np/BLJM60409/BLJM60409_T3/6a382a7439414fe8/JP0102-BLJM60409_00-PATCH02000000000-A0102-V0100-PE.pkg	NOT REQUIRED	JP0102-BLJM60409_00-PATCH02000000000-A0102-V0100-PE			34731232		v01.02
BLUS30721	US	ASURA'S WRATH	http://b0.ww.np.dl.playstation.net/tppkg/np/BLUS30721/BLUS30721_T3/9472a41e0f952e95/UP0102-BLUS30721_00-PATCH02000000000-A0102-V0100-PE.pkg	NOT REQUIRED	UP0102-BLUS30721_00-PATCH02000000000-A0102-V0100-PE			34731232		v01.02
NPEB02133	EU	Aaru's Awakening	http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB02133/NPEB02133_T1/fd0242adb687c82c/EP2144-NPEB02133_00-AARUSAWAKENINGE3-A0101-V0100-PE.pkg	NOT REQUIRED	EP2144-NPEB02133_00-AARUSAWAKENINGE3-A0101-V0100-PE			644728720		v01.01
NPUB31600	US	Aaru's Awakening	http://b0.ww.np.dl.playstation.net/tppkg/np/NPUB31600/NPUB31600_T0/d521503de1cf2870/UP2144-NPUB31600_00-AARUSAWAKENINGA3-A0101-V0100-PE.pkg	NOT REQUIRED	UP2144-NPUB31600_00-AARUSAWAKENINGA3-A0101-V0100-PE			644728720		v01.01
NPEB01910	EU	Abyss Odyssey	http://b0.ww.np.dl.playstation.net/tppkg/np/NPEB01910/NPEB01910_T0/19dac703228fde91/EP0005-NPEB01910_00-ABYSSGAMEPS3HDD1-A0101-V0100-PE.pkg	NOT REQUIRED	EP0005-NPEB01910_00-ABYSSGAMEPS3HDD1-A0101-V0100-PE			307217504		v01.01
