# PS3 Classic child content index v1
# I\tTITLE_ID\tFLAGS(D/A/T)
# L\tTITLE_ID\tDLC_NAME\tCONTENT_ID
I	BLUS30723	D
I	BLUS30724	D
I	BLUS30725	D
I	BLUS30727	D
I	BLUS30732	D
I	BLUS30735	D
I	BLUS30736	D
I	BLUS30750	D
I	BLUS30755	D
I	BLUS30756	D
I	BLUS30757	D
I	BLUS30762	DT
I	BLUS30763	D
I	BLUS30770	D
I	BLUS30773	D
I	BLUS30776	D
I	BLUS30778	D
I	BLUS30780	D
I	BLUS30782	DT
I	BLUS30784	D
I	BLUS30787	D
I	BLUS30790	D
I	BLUS30793	A
I	BLUS30798	D
I	BLUS30801	D
I	BLUS30808	D
I	BLUS30810	A
I	BLUS30828	D
I	BLUS30829	D
I	BLUS30832	D
I	BLUS30835	DT
I	BLUS30836	A
I	BLUS30838	DT
I	BLUS30839	D
I	BLUS30841	D
I	BLUS30843	D
I	BLUS30845	D
I	BLUS30849	D
I	BLUS30853	D
I	BLUS30855	D
I	BLUS30862	D
I	BLUS30876	D
I	BLUS30881	D
I	BLUS30901	DA
I	BLUS30903	DT
I	BLUS30919	D
I	BLUS30927	D
I	BLUS30935	D
I	BLUS30941	D
I	BLUS30943	D
I	BLUS30947	D
I	BLUS30948	D
I	BLUS30973	D
I	BLUS30976	DT
I	BLUS30982	D
I	BLUS30985	D
I	BLUS30990	D
I	BLUS30991	DT
I	BLUS30997	D
I	BLUS30999	DT
I	BLUS31002	D
I	BLUS31006	DT
I	BLUS31007	D
I	BLUS31010	D
I	BLUS31011	D
I	BLUS31012	DT
I	BLUS31015	A
I	BLUS31018	DT
I	BLUS31020	DT
I	BLUS31025	DT
I	BLUS31027	D
I	BLUS31033	D
I	BLUS31036	D
I	BLUS31051	D
I	BLUS31052	D
I	BLUS31053	DT
I	BLUS31054	D
I	BLUS31055	D
I	BLUS31059	D
I	BLUS31062	D
I	BLUS31063	D
I	BLUS31064	DA
I	BLUS31066	D
I	BLUS31069	D
I	BLUS31147	D
I	BLUS31148	D
I	BLUS31150	A
I	BLUS31152	D
I	BLUS31155	A
I	BLUS31156	D
I	BLUS31159	D
I	BLUS31160	D
I	BLUS31162	DT
I	BLUS31164	D
I	BLUS31170	D
I	BLUS31173	D
I	BLUS31176	D
I	BLUS31181	DT
I	BLUS31182	D
I	BLUS31184	D
I	BLUS31188	DT
I	BLUS31191	D
I	BLUS31193	D
I	BLUS31194	D
I	BLUS31201	D
I	BLUS31205	D
I	BLUS31212	T
I	BLUS31219	D
I	BLUS31270	DT
I	BLUS31312	A
I	BLUS31315	D
I	BLUS31322	D
I	BLUS31397	DT
I	BLUS31405	T
I	BLUS31417	D
I	BLUS31423	A
I	BLUS31433	D
I	BLUS31437	A
I	BLUS31440	D
I	BLUS31445	DT
I	BLUS31454	D
I	BLUS31464	T
I	BLUS31466	D
I	BLUS31473	D
I	BLUS31476	D
I	BLUS31494	D
I	BLUS31498	D
I	BLUS31527	D
I	BLUS31531	D
I	BLUS31533	D
I	BLUS31550	D
I	BLUS31560	D
I	BLUS31578	DT
I	BLUS41042	D
I	BLUS41045	DT
I	NPEA00006	D
I	NPEA00014	D
I	NPEA00016	D
