GAMEMNGR1	ALL	Game Sonic Manager	https://github.com/PS3-Pro/Packages/releases/download/Homebrews/Game_Sonic_Manager.pkg		UP0001-GAMEMNGR1_00-0000000000000000	2768240
IRISMAN00	ALL	irisMAN	https://github.com/PS3-Pro/Packages/releases/download/Homebrews/irisMAN.pkg		UP0001-IRISMAN00_00-0000000000000000	22145925
MANAGUNZ0	ALL	ManaGunz	https://github.com/PS3-Pro/Packages/releases/download/Homebrews/ManaGunZ.pkg		EP0001-MANAGUNZ0_00-0000000000000000	15927869
BLES80608	ALL	multiMAN	https://github.com/PS3-Pro/Packages/releases/download/Homebrews/MultiMan.pkg		MM4PS3-BLES80608_00-MULTIMANAGER0485	35966156
UPDWEBMOD	ALL	webMAN Mod	https://github.com/aldostools/webMAN-MOD/releases/download/1.47.48/webMAN_MOD_1.47.48_Installer.pkg		EP0001-UPDWEBMOD_00-0000000000000000	12771655
